##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	266779	species	CHELATIVORANS SP. BNC1	0.229717313384385	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	449972	genus	CHELATIVORANS	0.229717313384385	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	204457	order	SPHINGOMONADALES	0.0925415514819537	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	72173	genus	CITROMICROBIUM	0.0615546962757692	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	1187851	species	RHODOVULUM SP. PH10	0.036035548352482	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	34008	genus	RHODOVULUM	0.036035548352482	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	380	species	SINORHIZOBIUM FREDII	0.0103680328980948	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	227292	no rank	SINORHIZOBIUM/ENSIFER GROUP	0.0103680328980948	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	394	no rank	SINORHIZOBIUM FREDII NGR234	0.0103680328980948	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	663276	no rank	SINORHIZOBIUM FREDII GROUP	0.0103680328980948	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	28105	genus	SINORHIZOBIUM	0.0103680328980948	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	402881	no rank	PARVIBACULUM LAVAMENTIVORANS DS 1	0.00517721457873075	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	256616	genus	PARVIBACULUM	0.00517721457873075	hsp70
SRR172903.986174 USI-EAS376:2:12:686:1965 length=75	5.70	256618	species	PARVIBACULUM LAVAMENTIVORANS	0.00517721457873075	hsp70
SRR172903.618545 USI-EAS376:2:7:1713:113 length=75	2.73	1279	genus	STAPHYLOCOCCUS	0.434662267189	concat
SRR172903.618545 USI-EAS376:2:7:1713:113 length=75	2.73	308354	species	STAPHYLOCOCCUS SIMIAE	0.1264807199635	concat
SRR172903.618545 USI-EAS376:2:7:1713:113 length=75	2.73	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.1264807199635	concat
SRR172903.618545 USI-EAS376:2:7:1713:113 length=75	2.73	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.126216641072	concat
SRR172903.618545 USI-EAS376:2:7:1713:113 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.117723892878	concat
SRR172903.618545 USI-EAS376:2:7:1713:113 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.068435758934	concat
SRR172903.931727 USI-EAS376:2:11:1265:332 length=75	4.72	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.433867075179	concat
SRR172903.931727 USI-EAS376:2:11:1265:332 length=75	4.72	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.143016271305	concat
SRR172903.931727 USI-EAS376:2:11:1265:332 length=75	4.72	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141539526957	concat
SRR172903.931727 USI-EAS376:2:11:1265:332 length=75	4.72	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141457951389	concat
SRR172903.931727 USI-EAS376:2:11:1265:332 length=75	4.72	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.14011917517	concat
SRR172903.407526 USI-EAS376:2:5:931:1913 length=75	5.73	28211	class	ALPHAPROTEOBACTERIA	0.762870091022	mtDNA_ND3_aa_aligned
SRR172903.407526 USI-EAS376:2:5:931:1913 length=75	5.73	192	species	AZOSPIRILLUM BRASILENSE	0.0808744167665	mtDNA_ND3_aa_aligned
SRR172903.407526 USI-EAS376:2:5:931:1913 length=75	5.73	191	genus	AZOSPIRILLUM	0.0808744167665	mtDNA_ND3_aa_aligned
SRR172903.407526 USI-EAS376:2:5:931:1913 length=75	5.73	1187851	species	RHODOVULUM SP. PH10	0.0376905377225	mtDNA_ND3_aa_aligned
SRR172903.407526 USI-EAS376:2:5:931:1913 length=75	5.73	34008	genus	RHODOVULUM	0.0376905377225	mtDNA_ND3_aa_aligned
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.155367849436155	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.153306781231153	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.138655009469139	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.138216422949138	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.138145367931138	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.138080256607138	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0691141561880691	concat
SRR172903.330424 USI-EAS376:2:4:1166:1165 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0691141561880691	concat
SRR172903.586812 USI-EAS376:2:7:1038:1415 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.31410578766948	concat
SRR172903.586812 USI-EAS376:2:7:1038:1415 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.22935815874984	concat
SRR172903.586812 USI-EAS376:2:7:1038:1415 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.22914901972484	concat
SRR172903.586812 USI-EAS376:2:7:1038:1415 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.227387033855841	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.18000911637782	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.173506409128826	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.13029190288287	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.129172334773871	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.128991596746871	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.128826124880871	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0646012576044354	concat
SRR172903.649473 USI-EAS376:2:8:570:990 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0646012576044354	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	857146	no rank	STREPTOCOCCUS MUTANS 4VF1	0.142963071612	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	857145	no rank	STREPTOCOCCUS MUTANS 15VF2	0.14291590257	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	857150	no rank	STREPTOCOCCUS MUTANS 4SM1	0.142831947544	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	857143	no rank	STREPTOCOCCUS MUTANS 11VS1	0.14282966612	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	1198676	no rank	STREPTOCOCCUS MUTANS GS 5	0.142822833332	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	857108	no rank	STREPTOCOCCUS MUTANS SM1	0.142820562043	concat
SRR172903.998890 USI-EAS376:2:12:975:53 length=75	3.74	857117	no rank	STREPTOCOCCUS MUTANS ST6	0.142816016779	concat
SRR172903.716739 USI-EAS376:2:9:220:1829 length=75	2.67	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.829444114693	concat
SRR172903.716739 USI-EAS376:2:9:220:1829 length=75	2.67	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.0873758428732	concat
SRR172903.716739 USI-EAS376:2:9:220:1829 length=75	2.67	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.0285972711014	concat
SRR172903.716739 USI-EAS376:2:9:220:1829 length=75	2.67	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.0275432245535	concat
SRR172903.716739 USI-EAS376:2:9:220:1829 length=75	2.67	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.0270395467789	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	1279	genus	STAPHYLOCOCCUS	0.320617820150679	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	525378	no rank	STAPHYLOCOCCUS CAPRAE M23864:W1	0.183378056069817	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	435838	no rank	STAPHYLOCOCCUS CAPRAE C87	0.130715001738869	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.11028209597389	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	553212	no rank	STAPHYLOCOCCUS CAPITIS SK14	0.0682089698274318	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	29388	species	STAPHYLOCOCCUS CAPITIS	0.0682089698274318	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.0592945432059407	concat
SRR172903.529429 USI-EAS376:2:6:1625:1425 length=75	3.74	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.0592945432059407	concat
SRR172903.352688 USI-EAS376:2:4:1601:659 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.283558292253	concat
SRR172903.352688 USI-EAS376:2:4:1601:659 length=75	3.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.146784645367	concat
SRR172903.352688 USI-EAS376:2:4:1601:659 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.146141401871	concat
SRR172903.352688 USI-EAS376:2:4:1601:659 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.141258134074	concat
SRR172903.352688 USI-EAS376:2:4:1601:659 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141139040553	concat
SRR172903.352688 USI-EAS376:2:4:1601:659 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141118485882	concat
SRR172903.553206 USI-EAS376:2:7:333:1606 length=75	1.69	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.294993439241295	concat
SRR172903.553206 USI-EAS376:2:7:333:1606 length=75	1.69	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142133370299142	concat
SRR172903.553206 USI-EAS376:2:7:333:1606 length=75	1.69	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141339148080141	concat
SRR172903.553206 USI-EAS376:2:7:333:1606 length=75	1.69	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141146076687141	concat
SRR172903.553206 USI-EAS376:2:7:333:1606 length=75	1.69	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.140509958687141	concat
SRR172903.553206 USI-EAS376:2:7:333:1606 length=75	1.69	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.13987800700514	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	857133	no rank	STREPTOCOCCUS MUTANS M21	0.143236029566	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.143081139417	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142904309857	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142815977276	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142727688362	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142705626509	concat
SRR172903.137582 USI-EAS376:2:2:924:783 length=75	1.72	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142529229013	concat
SRR172903.277042 USI-EAS376:2:4:114:1745 length=75	1.72	356	order	RHIZOBIALES	0.58132957733684	mtDNA_ND4_aa_aligned
SRR172903.277042 USI-EAS376:2:4:114:1745 length=75	1.72	374	genus	BRADYRHIZOBIUM	0.0117790202203362	mtDNA_ND4_aa_aligned
SRR172903.277042 USI-EAS376:2:4:114:1745 length=75	1.72	41294	family	BRADYRHIZOBIACEAE	0.0117790202203362	mtDNA_ND4_aa_aligned
SRR172903.277042 USI-EAS376:2:4:114:1745 length=75	1.72	551947	species	BRADYRHIZOBIUM SP. STM 3843	0.0117790202203362	mtDNA_ND4_aa_aligned
SRR172903.277042 USI-EAS376:2:4:114:1745 length=75	1.72	Unknown	Unknown	Unclassifiable	0.383333362002152	mtDNA_ND4_aa_aligned
SRR172903.884943 USI-EAS376:2:11:213:1674 length=75	9.74	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	1198676	no rank	STREPTOCOCCUS MUTANS GS 5	0.142948697455	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	857117	no rank	STREPTOCOCCUS MUTANS ST6	0.142933640614	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	1074127	no rank	STREPTOCOCCUS MUTANS TCI 151	0.142870705964	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	1155071	no rank	STREPTOCOCCUS MUTANS LJ23	0.142848097918	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	857149	no rank	STREPTOCOCCUS MUTANS 3SN1	0.142828081327	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	1074161	no rank	STREPTOCOCCUS MUTANS TCI 220	0.142785389294	concat
SRR172903.255595 USI-EAS376:2:3:1456:1505 length=75	3.71	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.142785387428	concat
SRR172903.448414 USI-EAS376:2:5:1758:1019 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.22501631231291	16s_reps_bac
SRR172903.448414 USI-EAS376:2:5:1758:1019 length=75	1.75	269666	species	STREPTOCOCCUS MARIMAMMALIUM	0.185418703306926	16s_reps_bac
SRR172903.448414 USI-EAS376:2:5:1758:1019 length=75	1.75	Unknown	Unknown	Unclassifiable	0.589564984380164	16s_reps_bac
SRR172903.799423 USI-EAS376:2:10:151:1895 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.286411109063286	concat
SRR172903.799423 USI-EAS376:2:10:151:1895 length=75	3.74	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142798911802143	concat
SRR172903.799423 USI-EAS376:2:10:151:1895 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142735445911143	concat
SRR172903.799423 USI-EAS376:2:10:151:1895 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142719963721143	concat
SRR172903.799423 USI-EAS376:2:10:151:1895 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142668833230143	concat
SRR172903.799423 USI-EAS376:2:10:151:1895 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142665736272143	concat
SRR172903.361423 USI-EAS376:2:4:1781:965 length=75	1.75	392829	species	STREPTOCOCCUS SP. BSSV21	0.18580052053913	16s_reps_bac
SRR172903.361423 USI-EAS376:2:4:1781:965 length=75	1.75	Unknown	Unknown	Unclassifiable	0.81419947946087	16s_reps_bac
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.147326592641	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.146775893211	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.141296860295	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.141164862807	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.141143468422	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.141123853289	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0705842346675	concat
SRR172903.391166 USI-EAS376:2:5:598:286 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0705842346675	concat
SRR172903.46591 USI-EAS376:2:1:927:215 length=75	1.72	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571879812263	concat
SRR172903.46591 USI-EAS376:2:1:927:215 length=75	1.72	1280	species	STAPHYLOCOCCUS AUREUS	0.285470709383	concat
SRR172903.46591 USI-EAS376:2:1:927:215 length=75	1.72	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142649478354	concat
SRR172903.128752 USI-EAS376:2:2:751:966 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.322086054899136	concat
SRR172903.128752 USI-EAS376:2:2:751:966 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.278580969806944	concat
SRR172903.128752 USI-EAS376:2:2:751:966 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.277267167567945	concat
SRR172903.128752 USI-EAS376:2:2:751:966 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.122065807725976	concat
SRR172903.874536 USI-EAS376:2:10:1764:1582 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.402922627412717	concat
SRR172903.874536 USI-EAS376:2:10:1764:1582 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.200727277025759	concat
SRR172903.874536 USI-EAS376:2:10:1764:1582 length=75	3.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.20026397688776	concat
SRR172903.874536 USI-EAS376:2:10:1764:1582 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.196086118673765	concat
SRR172903.514214 USI-EAS376:2:6:1317:1459 length=75	1.72	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.297384831893	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.119382019988	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.116804226247	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.116703458119	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.116611190207	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.116343336371	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0583854685875	concat
SRR172903.897700 USI-EAS376:2:11:481:1023 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0583854685875	concat
SRR172903.155339 USI-EAS376:2:2:1264:187 length=75	2.73	1309	species	STREPTOCOCCUS MUTANS	0.391980208525	concat
SRR172903.155339 USI-EAS376:2:2:1264:187 length=75	2.73	857117	no rank	STREPTOCOCCUS MUTANS ST6	0.165962226809	concat
SRR172903.155339 USI-EAS376:2:2:1264:187 length=75	2.73	857143	no rank	STREPTOCOCCUS MUTANS 11VS1	0.151726499056	concat
SRR172903.155339 USI-EAS376:2:2:1264:187 length=75	2.73	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.1492094392	concat
SRR172903.155339 USI-EAS376:2:2:1264:187 length=75	2.73	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.14112162641	concat
SRR172903.456519 USI-EAS376:2:6:147:1176 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.547107883746453	concat
SRR172903.456519 USI-EAS376:2:6:147:1176 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.114137258463886	concat
SRR172903.456519 USI-EAS376:2:6:147:1176 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.113283603937887	concat
SRR172903.456519 USI-EAS376:2:6:147:1176 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.113076333400887	concat
SRR172903.456519 USI-EAS376:2:6:147:1176 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.112394920450888	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.165503209399	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	1280	species	STAPHYLOCOCCUS AUREUS	0.152639942793	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.131427004725	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.131030842532	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.130934851392	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.0781686036895	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	308354	species	STAPHYLOCOCCUS SIMIAE	0.0781686036895	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.06606347089	concat
SRR172903.600531 USI-EAS376:2:7:1334:1494 length=75	2.70	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.06606347089	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	1074127	no rank	STREPTOCOCCUS MUTANS TCI 151	0.144968708342145	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	857149	no rank	STREPTOCOCCUS MUTANS 3SN1	0.143907152746144	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	1074161	no rank	STREPTOCOCCUS MUTANS TCI 220	0.142853181674143	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.142298255402142	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.142175180518142	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	511691	no rank	STREPTOCOCCUS MUTANS NN2025	0.141990821269142	concat
SRR172903.109889 USI-EAS376:2:2:387:1176 length=75	3.74	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.141806700048142	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.168743412312	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.139443015367	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.138603692563	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.138352666927	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.138229522877	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.137994656199	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0693165168775	concat
SRR172903.689096 USI-EAS376:2:8:1421:986 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0693165168775	concat
